TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
VB,11,16,224,0,0,89,108,11,0,0,0,82,49,64,0,0,0,34,39,40,7,0,40,0,43,1,9,1,8,62,0,2,0,3,0,4
VBD,19,24,308,13,0,139,127,13,2,0,2,37,43,165,0,1,0,75,15,122,5,0,13,0,73,0,2,1,48,208,0,0,0,1,0,1
VBG,2,6,78,0,0,74,49,3,0,0,0,57,36,29,0,0,0,20,17,17,0,0,6,0,30,0,1,1,1,14,0,1,0,0,0,0
VBN,16,15,87,0,0,316,45,1,1,0,0,37,22,31,0,0,0,31,5,41,1,1,9,0,118,0,3,1,9,70,1,1,0,2,0,1
VBP,1,2,34,2,0,14,22,0,0,0,1,4,16,13,0,0,0,10,3,61,0,0,0,0,7,0,0,2,19,74,1,0,0,0,0,0
VBZ,2,3,50,0,0,21,39,3,1,0,2,23,1,7,0,0,0,7,4,74,1,0,1,0,20,0,1,0,13,91,0,2,0,1,0,2
WDT,0,2,3,0,0,2,1,0,0,0,13,1,0,10,0,0,0,1,1,4,1,0,0,0,0,0,0,45,0,0,11,35,0,0,0,0
WP,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,30,0,0,10,9,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
WRB,0,1,13,1,0,0,7,0,0,0,1,2,2,7,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
