TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
NP,175,57,123,1,0,208,64,5,0,0,38,191,126,916,69,0,221,47,1,34,4,0,0,0,29,0,0,362,39,8,15,96,38,17,0,3
NPS,16,0,2,0,0,12,1,0,0,0,9,0,1,21,0,0,0,2,0,0,0,0,0,0,3,0,0,4,0,0,0,2,3,2,0,0
PDT,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,2,9,1,0,0,2,54,1,23,0,1,122,27,49,1,0,0,0,0,4,0,0,0,0,0,0,0,4,2,2,0,3,1,0,0,0
PP,6,1,12,2,0,23,4,1,0,0,129,2,3,12,0,0,0,13,0,26,0,0,3,0,8,0,4,282,3,2,146,81,0,0,0,0
PP$,0,12,2,0,0,1,84,0,1,0,0,98,73,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0
RB,21,50,47,5,0,167,150,11,1,0,2,10,5,13,0,1,0,23,1,101,9,0,1,0,27,0,106,44,31,141,15,21,0,0,0,4
RBR,5,0,12,0,0,5,18,0,0,0,1,3,0,3,0,0,0,1,0,4,0,0,0,0,3,0,2,2,0,6,0,0,0,0,0,0
RBS,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP,7,2,25,0,0,39,1,0,0,0,1,1,3,4,0,0,0,5,10,9,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,1
SYM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,1,36,110,0,0,1,24,4,1,0,0,14,17,34,0,0,0,1,11,7,0,0,0,0,0,0,495,0,6,2,0,0,0,2,0,0
UH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,13,14,221,1,0,144,82,10,2,0,3,77,48,38,0,2,0,35,47,48,7,0,36,0,49,0,5,1,22,130,0,9,2,3,0,9
VBD,13,25,309,9,0,152,97,8,1,0,1,26,31,134,0,0,0,104,27,119,5,2,13,1,51,0,4,4,35,213,1,1,0,1,0,2
VBG,6,24,117,1,0,97,31,2,1,0,0,56,46,18,0,0,0,23,12,26,6,0,12,0,57,0,0,2,4,19,0,1,0,0,0,0
VBN,21,7,84,0,0,349,39,2,0,0,2,51,28,41,0,0,0,30,10,52,4,0,39,0,101,0,0,4,11,68,0,1,1,1,0,0
VBP,1,9,46,2,0,23,33,4,0,0,0,6,12,4,0,0,0,19,3,65,3,1,2,0,30,0,2,0,36,77,0,1,0,1,0,0
VBZ,2,11,104,3,0,49,44,9,0,0,4,10,7,17,0,0,0,10,6,100,2,0,4,0,32,1,3,3,37,101,1,0,0,2,0,0
WDT,0,1,6,0,0,4,5,0,0,0,29,1,4,4,0,0,0,13,0,2,0,0,0,0,1,0,0,43,1,0,15,43,0,0,0,0
WP,0,1,5,0,0,2,0,0,0,0,15,0,1,0,0,0,0,17,0,0,1,0,0,0,0,0,0,26,0,0,10,12,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,1,13,0,0,0,6,1,0,0,0,3,3,0,0,0,0,18,1,3,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0
