TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
RB,12,31,31,0,0,81,86,6,0,0,2,4,6,12,0,2,0,10,3,50,3,0,0,0,21,0,81,28,25,97,9,20,0,1,0,3
RBR,0,0,6,0,0,7,9,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0
RBS,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
RP,3,1,28,0,0,48,3,0,0,0,1,5,4,5,0,0,0,1,9,3,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0
SYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,17,86,0,0,0,25,0,0,0,0,25,12,28,0,1,0,0,9,6,0,0,0,0,0,0,372,0,6,0,0,0,0,2,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,6,9,193,1,0,95,58,6,0,0,0,64,22,33,1,1,0,25,18,29,2,1,31,0,32,0,5,5,17,75,1,0,2,4,0,2
VBD,7,19,221,2,0,108,57,6,1,0,1,38,23,90,0,1,0,60,13,84,2,0,25,0,51,0,2,3,35,134,1,0,0,0,0,2
VBG,5,21,81,0,0,59,35,4,0,0,0,45,44,10,0,0,0,18,16,12,1,0,14,0,34,0,1,2,1,8,0,1,0,0,0,0
VBN,13,13,36,0,0,333,26,3,0,0,1,30,17,25,0,0,0,14,6,23,2,0,36,0,71,0,0,1,14,35,0,1,2,1,0,7
VBP,2,0,35,3,0,24,18,0,0,0,2,4,6,5,0,0,0,8,3,56,0,0,1,0,15,0,0,1,23,45,1,1,0,0,0,1
VBZ,0,3,61,0,0,29,26,2,0,0,2,6,4,4,0,1,0,10,6,70,2,0,1,0,13,0,6,0,17,80,3,1,0,0,0,0
WDT,0,1,5,0,0,0,0,0,0,0,18,1,2,3,0,0,0,10,0,6,0,0,0,0,0,0,0,35,0,0,6,33,0,0,0,0
WP,0,0,5,0,0,0,2,0,0,0,2,3,1,1,0,0,0,2,0,6,0,0,0,0,0,0,0,28,0,0,13,5,0,0,0,0
WP$,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,0,14,2,0,1,1,0,0,0,0,5,3,4,0,0,0,9,8,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
