TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
RP,15,0,15,0,0,34,1,0,0,0,0,4,4,12,0,0,0,0,10,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0
SYM,0,2,0,0,0,0,3,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,17,64,0,0,11,20,6,1,0,0,13,17,88,0,0,0,5,13,6,2,0,0,0,0,0,402,0,4,2,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,5,8,183,0,0,131,38,20,0,0,0,57,38,38,0,1,0,39,40,39,4,0,31,0,41,0,5,3,21,40,0,4,3,1,0,2
VBD,3,49,271,9,0,128,73,6,4,0,0,27,48,216,0,0,0,78,27,102,2,0,9,0,27,0,1,0,31,76,0,0,0,1,0,0
VBG,8,8,62,1,0,67,21,5,1,0,0,72,38,27,0,1,0,22,19,14,0,0,18,0,48,0,0,1,1,10,0,0,0,0,0,0
VBN,6,12,79,0,0,218,25,4,0,0,0,40,25,34,0,0,0,10,11,26,0,0,26,0,53,0,1,2,10,9,3,3,1,0,0,0
VBP,4,3,54,9,0,37,29,8,0,0,2,9,11,11,0,0,0,24,9,72,2,1,4,0,16,0,1,2,34,85,1,1,1,1,0,0
VBZ,0,25,103,0,0,61,53,5,0,0,0,16,7,16,0,0,0,9,3,97,1,0,7,0,25,0,1,1,40,138,0,0,0,2,0,1
WDT,0,0,5,0,0,4,1,0,0,0,21,0,2,3,0,0,0,3,0,4,0,0,0,0,1,0,0,34,0,0,31,68,0,0,0,0
WP,0,0,5,0,0,0,0,0,0,0,3,0,1,2,0,0,0,11,0,0,0,0,0,0,0,0,1,8,0,0,1,11,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,1,7,3,0,0,6,0,0,0,0,0,0,4,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
