TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
RBS,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
RP,2,2,19,0,0,51,4,1,0,0,0,8,2,2,0,0,0,2,7,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
SYM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,83,46,0,0,2,30,0,0,0,0,26,18,35,0,0,0,2,3,8,0,0,0,0,0,0,508,0,5,1,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,9,27,227,0,0,115,84,8,2,0,0,61,61,47,0,2,0,28,36,41,10,0,39,0,38,0,8,3,23,101,0,5,2,6,0,3
VBD,8,40,139,6,0,111,74,3,0,0,0,31,32,110,0,1,0,63,25,62,7,0,8,1,40,0,4,0,39,81,0,0,1,0,0,2
VBG,6,9,83,0,0,65,31,7,0,0,0,64,48,24,0,0,0,15,18,18,2,0,24,0,44,0,0,0,2,22,0,0,0,1,0,1
VBN,14,10,57,0,0,217,29,2,1,0,1,46,21,34,0,2,0,22,6,32,0,0,30,0,87,0,4,4,16,26,0,0,0,2,0,3
VBP,1,6,51,0,0,34,31,3,0,0,2,5,11,12,0,0,0,16,6,63,2,0,4,0,14,0,6,0,21,72,0,1,0,0,0,0
VBZ,6,25,103,1,0,46,53,5,0,0,1,21,9,14,0,0,0,13,10,97,4,0,4,0,54,0,3,2,45,153,0,1,1,4,0,2
WDT,0,0,4,0,0,6,6,0,0,0,35,1,4,6,0,0,0,6,0,9,0,0,0,0,0,0,0,37,0,0,19,75,0,0,0,0
WP,0,0,3,0,0,0,1,0,0,0,5,0,2,1,0,0,0,16,0,2,0,0,0,0,0,0,0,15,0,0,2,14,0,0,0,0
WP$,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WRB,0,1,6,0,0,0,8,0,2,0,2,2,2,8,0,0,0,12,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
