TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
NNS,131,11,96,4,0,533,42,3,0,0,55,112,33,93,0,0,6,51,6,75,7,0,2,0,98,0,6,261,40,32,94,19,33,5,0,12
NP,106,71,77,3,3,246,48,1,0,0,76,193,105,1026,43,0,199,27,4,41,5,0,1,0,47,0,3,403,24,10,12,101,67,7,0,8
NPS,13,2,5,1,0,10,0,0,0,0,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,6,0,1,0,0
PDT,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,0,4,0,0,0,1,34,0,6,0,0,120,28,47,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PP,5,0,8,0,0,19,6,3,0,0,143,1,0,2,0,0,0,2,0,24,1,0,5,0,13,0,3,214,7,1,93,84,0,0,0,0
PP$,0,12,0,0,0,0,60,0,3,0,0,113,46,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
RB,17,107,38,1,0,140,95,9,0,0,2,12,6,8,0,1,0,23,4,64,1,0,0,0,63,0,86,48,44,107,13,27,0,1,0,2
RBR,0,0,10,0,0,6,20,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,3,0,0,0,0,0,0
RBS,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP,1,9,27,0,0,40,5,2,0,0,0,6,7,13,0,0,0,1,6,5,0,0,0,0,8,0,0,0,3,0,1,0,0,0,0,0
SYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,100,80,0,0,2,15,0,0,0,0,29,28,39,0,0,0,5,11,6,1,0,0,0,0,0,521,1,6,2,0,0,0,0,0,1
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,8,25,231,1,0,148,68,21,1,0,0,72,53,36,0,2,0,42,43,40,7,0,45,0,57,0,3,1,33,116,0,6,0,5,0,1
VBD,21,89,212,13,0,189,69,8,0,0,4,48,41,177,0,2,0,83,33,143,2,0,38,0,78,0,3,2,43,133,0,0,4,0,0,4
VBG,4,16,100,5,0,83,21,6,0,0,0,54,40,23,0,0,0,22,10,27,2,0,18,0,43,0,0,4,3,3,0,2,4,0,0,0
VBN,20,16,56,1,0,264,18,2,1,0,1,47,20,29,0,0,0,22,8,29,1,0,20,0,86,0,0,8,14,37,1,1,1,1,0,4
VBP,6,3,27,1,0,18,21,1,0,0,0,12,5,3,0,0,0,4,2,60,0,0,1,0,18,0,0,0,22,55,1,0,1,0,0,0
VBZ,0,13,90,1,0,24,47,3,0,0,0,18,14,18,0,0,0,6,8,103,0,0,4,0,33,0,8,0,30,95,0,0,0,1,0,4
WDT,0,2,2,0,0,0,5,0,0,0,22,3,6,10,0,0,0,10,0,7,0,0,0,0,1,0,0,58,0,0,14,70,0,0,0,1
WP,0,0,2,0,0,0,0,0,0,0,5,0,1,3,0,0,0,7,0,4,0,0,0,0,0,0,0,43,0,0,4,4,0,0,0,0
WP$,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,1,2,8,0,0,0,6,0,0,0,0,5,3,10,0,1,0,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
