TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
RB,11,30,43,5,0,146,57,8,0,0,1,11,0,22,0,0,0,15,1,52,4,0,0,0,17,0,78,41,28,70,6,32,0,0,0,1
RBR,0,0,6,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
RBS,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP,2,5,11,0,0,21,2,0,0,0,0,6,3,4,0,0,0,1,2,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
SYM,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,46,113,0,0,0,24,1,0,0,0,20,9,76,0,0,0,2,15,5,0,0,0,0,0,0,452,0,3,0,0,0,0,0,0,0
UH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,2,46,227,0,0,126,50,3,0,0,0,54,22,71,0,2,0,22,65,36,3,0,21,0,45,0,2,0,5,71,0,1,0,1,0,4
VBD,0,26,233,7,0,164,47,2,0,0,0,34,22,108,0,2,0,85,36,79,2,0,11,0,68,1,0,0,31,114,0,0,0,1,0,1
VBG,4,20,75,0,0,64,41,4,0,0,0,69,17,11,0,3,0,11,28,11,0,0,4,0,44,0,0,2,3,11,0,0,0,0,0,0
VBN,6,7,61,0,0,219,22,3,0,0,1,34,20,29,0,0,0,15,5,22,3,0,17,0,93,0,0,5,18,15,1,0,0,0,0,1
VBP,3,8,33,0,0,33,16,6,0,0,0,4,4,6,0,2,0,9,3,40,3,0,1,0,17,0,0,2,12,52,0,1,1,0,0,0
VBZ,4,25,86,0,0,53,40,3,0,0,0,24,15,13,0,0,0,7,4,73,1,0,2,0,57,0,0,0,42,106,0,2,0,0,0,0
WDT,0,3,7,0,0,4,2,3,0,0,25,3,2,7,0,0,0,6,1,2,0,0,0,0,0,0,0,25,0,0,4,47,0,0,0,0
WP,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,3,5,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,0,14,3,0,0,4,0,0,0,1,5,1,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
