TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
PDT,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,1,8,0,0,0,0,80,1,16,0,0,144,50,26,0,0,0,0,0,0,0,2,0,0,0,0,0,2,17,0,0,0,0,0,0,0
PP,2,0,7,0,0,15,1,3,0,0,57,1,0,6,0,0,0,1,0,22,0,0,0,0,13,0,1,202,0,3,91,81,0,0,0,0
PP$,0,6,0,0,0,0,138,4,3,0,0,120,44,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0
RB,11,90,61,1,0,133,67,6,0,0,2,18,19,29,0,2,0,19,0,64,8,0,0,0,31,0,59,51,35,64,10,30,0,3,0,1
RBR,1,0,10,0,0,9,21,0,0,0,0,1,0,5,0,0,0,1,0,3,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0
RBS,0,0,0,0,0,1,13,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
RP,6,4,21,0,0,23,4,0,0,0,0,7,3,1,0,0,0,0,9,2,0,0,0,0,7,0,0,2,0,0,0,0,2,0,0,0
SYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,68,95,0,0,3,32,8,0,0,0,77,17,37,0,0,0,2,9,10,1,0,0,0,0,0,485,0,1,0,0,0,0,0,0,2
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,5,7,186,0,0,121,83,5,0,0,0,70,38,38,0,1,0,25,49,46,4,0,36,0,38,0,12,2,24,67,1,4,0,2,0,1
VBD,4,58,179,3,0,134,50,4,0,0,3,58,43,210,0,0,0,87,29,73,2,0,21,0,60,0,4,3,58,88,0,1,2,5,0,4
VBG,8,13,103,1,0,82,38,3,0,0,0,105,64,41,0,0,0,13,20,20,4,0,18,0,63,0,0,2,2,7,2,0,0,1,0,3
VBN,4,5,38,0,0,243,26,4,0,0,0,47,23,32,0,0,0,11,10,31,6,0,5,0,89,0,0,5,11,16,0,3,1,0,0,1
VBP,0,2,33,1,0,39,26,1,1,0,0,6,13,19,0,0,0,7,5,35,2,0,1,0,16,0,4,1,42,62,0,0,0,0,0,3
VBZ,0,10,97,0,0,60,46,4,0,0,0,18,8,24,0,0,0,7,6,66,1,1,4,0,53,0,4,1,31,122,0,4,1,6,0,1
WDT,0,0,2,0,0,2,2,0,0,0,27,0,6,4,0,0,0,8,1,6,0,0,0,0,0,0,0,37,0,0,22,53,0,0,0,0
WP,0,0,4,0,0,2,2,0,0,0,2,1,0,5,0,0,0,11,3,5,0,0,0,0,1,0,0,15,1,0,24,22,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,0,10,0,0,2,2,0,0,0,0,3,4,11,0,0,0,11,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
