TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
NNS,145,14,72,3,0,509,47,2,3,0,42,49,39,81,0,0,3,35,5,43,8,0,0,0,115,0,3,185,55,36,110,18,19,24,1,4
NP,132,94,110,1,0,289,61,0,0,0,42,157,73,904,75,0,327,31,0,32,4,0,1,0,53,0,3,352,29,13,21,169,25,29,1,8
NPS,9,0,6,0,0,21,1,0,0,0,2,1,1,25,0,0,0,3,0,0,0,0,0,0,0,0,0,8,1,0,1,4,0,0,0,0
PDT,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,0,2,0,0,0,1,83,0,16,0,0,193,35,78,1,0,0,0,0,0,0,4,0,0,0,0,0,3,6,4,0,1,0,0,0,0
PP,6,0,14,0,0,21,2,0,0,0,64,0,0,16,0,0,0,5,0,18,1,0,6,0,14,0,4,199,0,1,39,80,0,0,0,0
PP$,0,3,0,0,0,0,57,0,5,0,0,185,34,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
RB,14,41,37,0,0,73,77,2,0,0,1,7,2,14,0,1,0,6,0,48,10,0,1,0,21,0,116,41,17,132,5,16,0,1,0,0
RBR,2,0,4,0,0,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,3,0,2,0,0,0,0
RBS,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RP,1,1,15,0,0,29,5,0,0,0,0,12,6,5,0,0,0,4,7,1,0,0,0,0,8,0,0,0,2,0,0,0,0,1,0,0
SYM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,22,99,0,0,1,50,0,0,0,0,38,22,60,0,0,0,4,10,7,3,0,0,0,0,0,499,0,3,0,0,0,0,1,0,0
UH,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
VB,19,14,235,3,0,80,74,5,0,0,1,46,44,70,0,0,0,41,29,40,0,0,37,0,43,1,2,0,11,67,0,0,0,4,0,4
VBD,11,23,282,3,0,183,94,8,0,0,0,53,34,156,0,0,0,78,28,96,4,0,16,0,54,1,1,6,33,210,0,0,0,3,0,2
VBG,5,12,85,0,0,68,45,2,0,0,0,53,62,37,0,1,0,12,13,8,1,0,8,0,53,0,0,1,1,9,0,1,0,0,0,1
VBN,11,19,68,0,0,338,51,6,0,0,0,51,16,43,0,2,0,17,12,25,0,0,28,0,146,0,0,2,13,51,0,0,1,2,0,1
VBP,0,1,22,1,0,13,24,0,0,0,0,3,6,6,0,1,0,2,3,51,2,0,0,0,8,0,0,2,15,75,0,0,0,0,0,0
VBZ,2,11,83,1,0,38,31,7,0,0,0,20,6,21,0,1,0,9,6,90,0,0,0,0,20,0,0,1,14,169,0,0,0,1,0,0
WDT,0,0,1,0,0,0,0,0,0,0,11,0,0,6,0,0,0,6,0,1,0,0,0,0,4,0,0,44,0,0,13,33,0,0,0,0
WP,0,0,3,0,0,0,1,0,0,0,1,3,3,0,0,0,0,5,1,3,0,0,0,0,0,0,0,54,0,0,18,16,0,0,0,0
WP$,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,0,10,0,0,0,1,0,0,0,0,0,2,8,0,0,0,14,3,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
