TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
NN,224,114,207,6,0,1162,76,9,3,0,55,643,482,286,0,0,116,81,14,87,12,0,1,1,195,2,2,274,53,67,9,170,28,2,1,23
NNS,207,34,120,3,0,516,79,5,1,0,53,72,39,95,3,0,20,55,7,56,12,0,0,6,104,0,5,242,44,61,179,6,24,18,0,12
NP,120,207,187,1,0,300,49,2,0,0,35,254,112,1187,81,2,284,29,8,36,6,0,0,1,35,0,2,333,19,10,21,99,21,16,2,10
NPS,7,0,6,0,0,4,1,0,0,0,0,5,2,37,0,0,6,2,0,0,0,0,0,0,0,0,0,8,0,1,7,5,1,1,0,2
PDT,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,0,17,0,0,0,1,119,0,60,0,0,134,51,33,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0
PP,8,0,5,0,0,14,1,0,0,0,57,0,0,5,0,0,1,1,0,23,1,0,4,0,9,0,3,124,0,0,145,70,0,0,0,0
PP$,0,7,0,0,0,0,91,0,5,0,0,119,65,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
RB,14,46,27,4,0,98,83,12,0,0,2,7,2,17,0,0,0,25,2,46,1,0,0,0,23,0,100,58,24,61,11,17,0,0,0,0
RBR,1,0,17,0,0,9,18,0,0,0,1,1,0,5,0,0,0,1,0,5,0,0,0,0,0,0,3,2,3,1,0,0,0,0,0,2
RBS,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP,0,4,33,0,0,14,4,0,0,0,0,5,0,9,0,0,0,1,3,3,1,0,0,0,9,0,2,2,1,0,0,0,0,0,0,0
SYM,0,0,0,0,0,2,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,36,53,0,0,0,37,9,0,0,0,23,22,115,0,0,0,1,23,5,0,0,0,0,0,0,417,0,2,0,0,0,0,0,0,0
UH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,22,10,183,0,0,108,51,18,0,0,0,63,39,49,0,0,0,24,48,22,9,0,30,0,28,0,4,2,9,31,0,5,0,3,0,2
VBD,4,57,227,9,0,155,87,5,1,0,0,37,59,165,0,0,0,39,39,75,7,0,28,1,55,0,2,4,20,82,0,0,0,0,0,3
VBG,1,12,72,0,0,46,36,8,0,0,0,57,38,27,0,0,0,5,19,17,2,0,10,0,58,0,2,1,2,8,0,2,0,2,0,1
VBN,10,6,56,1,0,195,23,2,0,0,0,42,23,61,0,0,0,9,6,13,1,1,9,0,110,0,2,2,15,26,4,1,0,0,0,1
VBP,1,6,40,0,0,40,38,4,0,0,0,8,12,1,0,0,0,17,10,67,0,0,6,0,12,0,0,9,44,111,1,2,0,2,0,0
VBZ,1,13,85,0,0,37,35,3,0,0,0,19,5,13,0,0,0,5,6,58,2,1,3,0,23,0,2,3,40,115,0,1,0,4,0,2
WDT,0,1,3,0,0,0,1,0,0,0,5,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,19,0,0,17,31,0,0,0,0
WP,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,13,0,0,14,13,0,0,0,0
WP$,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,2,17,0,0,0,0,0,0,0,0,2,8,9,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
