TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
PDT,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,0,10,0,0,0,0,63,1,8,0,0,94,18,46,0,0,0,0,0,2,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0
PP,16,1,23,0,0,10,6,0,0,0,95,6,4,3,0,0,0,7,0,19,0,0,4,0,14,0,5,322,4,2,168,95,2,0,0,2
PP$,0,0,0,0,0,0,35,0,7,0,0,50,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RB,13,57,69,4,0,146,110,8,0,0,8,14,14,16,0,0,0,42,0,84,6,0,0,0,51,0,129,40,45,108,14,8,0,3,0,4
RBR,0,0,10,0,0,10,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
RBS,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
RP,9,1,21,0,0,39,2,0,0,0,0,9,4,0,0,0,0,6,1,11,0,0,0,0,9,0,0,1,2,0,0,0,0,0,0,0
SYM,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TO,0,73,88,0,0,1,42,3,0,0,0,42,20,90,0,0,0,6,9,4,0,0,0,0,0,0,392,0,4,0,0,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,18,29,161,2,0,118,65,24,0,0,1,66,51,35,0,0,0,44,25,44,2,0,34,0,35,0,3,2,18,75,0,2,0,12,0,2
VBD,36,58,238,9,0,212,123,5,1,0,0,65,49,131,0,1,0,113,7,141,3,0,10,0,72,0,1,2,80,200,0,1,0,5,0,0
VBG,12,10,73,2,0,127,38,3,0,0,0,73,46,15,0,1,0,15,7,20,4,0,23,0,72,0,1,2,2,33,0,1,0,1,0,1
VBN,18,11,76,0,0,338,25,1,0,0,0,33,28,51,0,0,0,28,3,47,2,0,19,0,83,0,1,6,18,90,4,2,1,0,0,1
VBP,2,2,43,6,0,26,29,1,1,0,2,17,6,26,0,3,0,23,2,70,1,0,4,0,16,0,2,3,65,82,0,2,0,1,0,0
VBZ,0,12,126,1,0,43,66,4,0,0,2,15,3,9,0,2,0,17,3,95,0,1,7,0,17,0,0,0,39,108,0,0,0,1,0,1
WDT,0,2,2,0,0,4,1,0,1,0,18,2,5,1,0,0,0,8,0,1,0,0,0,0,0,0,0,27,0,0,9,22,0,0,0,0
WP,1,0,4,0,0,2,1,0,0,0,3,0,0,0,0,0,0,10,1,2,0,0,0,0,0,0,0,18,0,0,10,7,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,1,19,1,0,0,7,0,0,0,0,7,3,2,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
