TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
TO,0,36,77,0,0,4,18,3,0,0,0,45,23,52,0,0,0,4,6,3,1,0,0,0,0,0,441,0,5,0,1,0,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,9,5,192,1,0,87,91,12,0,0,1,61,54,53,0,1,0,41,57,46,2,0,18,0,43,0,1,0,13,66,0,4,2,4,0,1
VBD,17,37,178,6,0,146,79,5,1,0,4,30,32,199,0,1,0,95,22,113,8,0,4,0,59,0,2,3,35,112,0,1,3,0,0,5
VBG,7,6,87,1,0,66,30,2,0,0,0,70,47,29,0,0,0,13,23,23,0,0,12,0,74,0,0,1,3,22,0,0,1,2,0,0
VBN,8,8,50,0,0,251,8,2,0,0,3,36,15,34,0,0,0,18,11,35,2,0,9,0,99,0,1,5,18,28,0,5,0,0,0,1
VBP,1,3,36,1,0,28,25,3,0,0,1,9,10,9,0,0,0,13,6,48,0,1,0,0,20,0,0,1,45,70,2,1,0,0,0,1
VBZ,0,8,89,0,0,45,43,4,0,0,0,16,6,27,0,1,0,16,7,89,1,0,3,0,38,0,2,1,57,109,0,0,1,1,0,3
WDT,0,0,2,0,0,5,0,0,0,0,19,3,4,6,0,0,0,7,0,7,2,0,0,0,0,0,0,34,0,0,26,63,0,0,0,0
WP,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,25,0,0,5,15,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,0,7,3,0,1,5,0,0,0,0,0,2,6,0,1,0,12,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
