WilliamKazer,463380newsML.txt,MureDickie,BenjaminKangLim,WilliamKazer,DavidLawder,ScottHillis
WilliamKazer,345482newsML.txt,BenjaminKangLim,JanLopatka,MureDickie,AaronPressman,PierreTran
WilliamKazer,444464newsML.txt,FumikoFujisaki,ScottHillis,JaneMacartney,DavidLawder,BenjaminKangLim
WilliamKazer,323030newsML.txt,BenjaminKangLim,TanEeLyn,MureDickie,ScottHillis,WilliamKazer
WilliamKazer,395504newsML.txt,FumikoFujisaki,TimFarrand,WilliamKazer,SarahDavison,DavidLawder
WilliamKazer,451527newsML.txt,JanLopatka,FumikoFujisaki,EricAuchard,ScottHillis,KeithWeir
WilliamKazer,475305newsML.txt,MureDickie,BenjaminKangLim,WilliamKazer,JaneMacartney,ScottHillis
WilliamKazer,396728newsML.txt,BenjaminKangLim,TanEeLyn,MureDickie,ScottHillis,JaneMacartney
WilliamKazer,475505newsML.txt,MureDickie,BenjaminKangLim,WilliamKazer,JaneMacartney,ScottHillis
WilliamKazer,504526newsML.txt,MureDickie,FumikoFujisaki,ScottHillis,WilliamKazer,PierreTran
WilliamKazer,462143newsML.txt,PierreTran,DavidLawder,MarkBendeich,TimFarrand,JanLopatka
WilliamKazer,476736newsML.txt,BenjaminKangLim,DavidLawder,ScottHillis,JaneMacartney,JanLopatka
WilliamKazer,51502newsML.txt,FumikoFujisaki,AaronPressman,MatthewBunce,MarcelMichelson,JanLopatka
WilliamKazer,405326newsML.txt,MureDickie,BenjaminKangLim,WilliamKazer,ScottHillis,AaronPressman
WilliamKazer,320093newsML.txt,FumikoFujisaki,AaronPressman,BenjaminKangLim,WilliamKazer,MureDickie
WilliamKazer,489283newsML.txt,ScottHillis,BenjaminKangLim,AaronPressman,MureDickie,JaneMacartney
WilliamKazer,426551newsML.txt,TanEeLyn,PeterHumphrey,DavidLawder,LynneO'Donnell,BenjaminKangLim
WilliamKazer,326930newsML.txt,BenjaminKangLim,ScottHillis,AaronPressman,MureDickie,JaneMacartney
WilliamKazer,429173newsML.txt,BenjaminKangLim,ScottHillis,FumikoFujisaki,JaneMacartney,JanLopatka
WilliamKazer,412098newsML.txt,BenjaminKangLim,MureDickie,PierreTran,WilliamKazer,TanEeLyn
WilliamKazer,425219newsML.txt,MureDickie,RogerFillion,SarahDavison,BenjaminKangLim,FumikoFujisaki
WilliamKazer,436341newsML.txt,BenjaminKangLim,DavidLawder,MureDickie,TanEeLyn,JaneMacartney
WilliamKazer,460924newsML.txt,DavidLawder,BenjaminKangLim,MureDickie,AaronPressman,FumikoFujisaki
WilliamKazer,305704newsML.txt,TanEeLyn,BenjaminKangLim,DavidLawder,MureDickie,ScottHillis
WilliamKazer,467962newsML.txt,BenjaminKangLim,MureDickie,ScottHillis,JaneMacartney,WilliamKazer
WilliamKazer,430302newsML.txt,BenjaminKangLim,PierreTran,ScottHillis,PatriciaCommins,MureDickie
AaronPressman,593715newsML.txt,AaronPressman,MureDickie,ScottHillis,BenjaminKangLim,TanEeLyn
AaronPressman,469448newsML.txt,BenjaminKangLim,JanLopatka,MureDickie,FumikoFujisaki,AaronPressman
AaronPressman,491643newsML.txt,JanLopatka,JaneMacartney,PierreTran,BenjaminKangLim,ScottHillis
AaronPressman,478157newsML.txt,FumikoFujisaki,TimFarrand,BenjaminKangLim,MatthewBunce,RobinSidel
AaronPressman,482034newsML.txt,JaneMacartney,AaronPressman,MureDickie,BenjaminKangLim,FumikoFujisaki
AaronPressman,601962newsML.txt,MureDickie,FumikoFujisaki,JanLopatka,EricAuchard,AaronPressman
AaronPressman,635785newsML.txt,AaronPressman,MureDickie,DavidLawder,FumikoFujisaki,JanLopatka
AaronPressman,653225newsML.txt,RogerFillion,AaronPressman,JanLopatka,DavidLawder,ScottHillis
AaronPressman,424074newsML.txt,AaronPressman,JaneMacartney,BenjaminKangLim,EricAuchard,KeithWeir
AaronPressman,566383newsML.txt,RobinSidel,BenjaminKangLim,HeatherScoffield,AaronPressman,MureDickie
AaronPressman,600865newsML.txt,RogerFillion,BenjaminKangLim,MureDickie,JaneMacartney,FumikoFujisaki
AaronPressman,581517newsML.txt,DavidLawder,BenjaminKangLim,JanLopatka,PierreTran,FumikoFujisaki
AaronPressman,450383newsML.txt,BenjaminKangLim,MureDickie,FumikoFujisaki,AaronPressman,JanLopatka
AaronPressman,517526newsML.txt,JanLopatka,AaronPressman,WilliamKazer,FumikoFujisaki,MureDickie
AaronPressman,491060newsML.txt,JanLopatka,BenjaminKangLim,AaronPressman,PierreTran,ScottHillis
AaronPressman,479564newsML.txt,FumikoFujisaki,TimFarrand,BenjaminKangLim,MatthewBunce,RobinSidel
AaronPressman,606238newsML.txt,JaneMacartney,BenjaminKangLim,AaronPressman,RogerFillion,ScottHillis
AaronPressman,64508newsML.txt,DavidLawder,MureDickie,ScottHillis,PierreTran,JaneMacartney
AaronPressman,602453newsML.txt,RogerFillion,BenjaminKangLim,MureDickie,JaneMacartney,FumikoFujisaki
AaronPressman,582759newsML.txt,BenjaminKangLim,DavidLawder,JanLopatka,RogerFillion,LynneO'Donnell
AaronPressman,496933newsML.txt,BenjaminKangLim,AaronPressman,JanLopatka,JaneMacartney,TanEeLyn
AaronPressman,450788newsML.txt,TimFarrand,PierreTran,JaneMacartney,KeithWeir,EricAuchard
AaronPressman,436774newsML.txt,DavidLawder,WilliamKazer,MureDickie,BenjaminKangLim,FumikoFujisaki
AaronPressman,507230newsML.txt,BenjaminKangLim,PatriciaCommins,AaronPressman,RogerFillion,PierreTran
AaronPressman,539259newsML.txt,AaronPressman,BenjaminKangLim,JanLopatka,MureDickie,FumikoFujisaki
AaronPressman,42764newsML.txt,BenjaminKangLim,MureDickie,AaronPressman,DavidLawder,ScottHillis
AaronPressman,493995newsML.txt,BenjaminKangLim,MureDickie,FumikoFujisaki,WilliamKazer,PierreTran
AaronPressman,466275newsML.txt,BenjaminKangLim,AaronPressman,RogerFillion,TanEeLyn,ScottHillis
AaronPressman,637021newsML.txt,BenjaminKangLim,MureDickie,JanLopatka,AaronPressman,FumikoFujisaki
AaronPressman,605443newsML.txt,BenjaminKangLim,MureDickie,WilliamKazer,ScottHillis,JaneMacartney
AaronPressman,494466newsML.txt,BenjaminKangLim,ScottHillis,JanLopatka,FumikoFujisaki,MureDickie
AaronPressman,43033newsML.txt,FumikoFujisaki,TanEeLyn,BenjaminKangLim,MureDickie,ScottHillis
AaronPressman,602451newsML.txt,JanLopatka,MureDickie,WilliamKazer,BenjaminKangLim,AaronPressman
AaronPressman,486982newsML.txt,BenjaminKangLim,AaronPressman,FumikoFujisaki,MureDickie,JaneMacartney
AaronPressman,518507newsML.txt,JohnMastrini,PierreTran,KeithWeir,FumikoFujisaki,MarkBendeich
AaronPressman,595361newsML.txt,AaronPressman,MureDickie,ScottHillis,BenjaminKangLim,TanEeLyn
AaronPressman,593702newsML.txt,BenjaminKangLim,TanEeLyn,ScottHillis,MureDickie,MatthewBunce
AaronPressman,492068newsML.txt,AaronPressman,BenjaminKangLim,JanLopatka,JaneMacartney,TanEeLyn
AaronPressman,630942newsML.txt,BenjaminKangLim,AaronPressman,MureDickie,ScottHillis,RogerFillion
AaronPressman,629404newsML.txt,MureDickie,BenjaminKangLim,WilliamKazer,JanLopatka,ScottHillis
AaronPressman,583229newsML.txt,BenjaminKangLim,JanLopatka,DavidLawder,MatthewBunce,MureDickie
AaronPressman,433558newsML.txt,BenjaminKangLim,JanLopatka,AaronPressman,FumikoFujisaki,MureDickie
AaronPressman,493876newsML.txt,BenjaminKangLim,JanLopatka,MureDickie,ScottHillis,DavidLawder
AaronPressman,582927newsML.txt,BenjaminKangLim,ScottHillis,DavidLawder,TimFarrand,MureDickie
AaronPressman,492770newsML.txt,BenjaminKangLim,ScottHillis,JanLopatka,FumikoFujisaki,MureDickie
AaronPressman,421829newsML.txt,BenjaminKangLim,MureDickie,JanLopatka,ScottHillis,WilliamKazer
AaronPressman,608287newsML.txt,MureDickie,BenjaminKangLim,ScottHillis,JanLopatka,WilliamKazer
AaronPressman,650163newsML.txt,BenjaminKangLim,MureDickie,PierreTran,WilliamKazer,FumikoFujisaki
AaronPressman,544012newsML.txt,BenjaminKangLim,AaronPressman,MureDickie,ScottHillis,WilliamKazer
AaronPressman,439561newsML.txt,FumikoFujisaki,WilliamKazer,BenjaminKangLim,JaneMacartney,AaronPressman
JonathanBirt,500813newsML.txt,DavidLawder,JanLopatka,WilliamKazer,MureDickie,FumikoFujisaki
JonathanBirt,441196newsML.txt,TimFarrand,FumikoFujisaki,JanLopatka,JoWinterbottom,JonathanBirt
JonathanBirt,434190newsML.txt,FumikoFujisaki,TimFarrand,MureDickie,BenjaminKangLim,AaronPressman
JonathanBirt,361756newsML.txt,FumikoFujisaki,JaneMacartney,ScottHillis,BenjaminKangLim,TanEeLyn
JonathanBirt,442064newsML.txt,WilliamKazer,FumikoFujisaki,MureDickie,BenjaminKangLim,JanLopatka
JonathanBirt,368006newsML.txt,BenjaminKangLim,FumikoFujisaki,JaneMacartney,DavidLawder,ScottHillis
JonathanBirt,448279newsML.txt,FumikoFujisaki,TimFarrand,KevinMorrison,PierreTran,MarkBendeich
JonathanBirt,514507newsML.txt,FumikoFujisaki,TimFarrand,JanLopatka,PierreTran,BenjaminKangLim
JonathanBirt,355033newsML.txt,JanLopatka,AaronPressman,BenjaminKangLim,MureDickie,MatthewBunce
JonathanBirt,388849newsML.txt,DavidLawder,BenjaminKangLim,PierreTran,JanLopatka,MureDickie
JonathanBirt,340123newsML.txt,BenjaminKangLim,MureDickie,JanLopatka,WilliamKazer,DavidLawder
JonathanBirt,388783newsML.txt,BenjaminKangLim,ScottHillis,MureDickie,FumikoFujisaki,AaronPressman
JonathanBirt,467535newsML.txt,BenjaminKangLim,WilliamKazer,MureDickie,GrahamEarnshaw,SarahDavison
JonathanBirt,384134newsML.txt,TimFarrand,BenjaminKangLim,DavidLawder,FumikoFujisaki,JanLopatka
JonathanBirt,491803newsML.txt,MarkBendeich,BenjaminKangLim,EricAuchard,FumikoFujisaki,JanLopatka
JonathanBirt,43276newsML.txt,FumikoFujisaki,TimFarrand,DavidLawder,JanLopatka,JonathanBirt
JonathanBirt,366441newsML.txt,FumikoFujisaki,BenjaminKangLim,JanLopatka,TimFarrand,DavidLawder
JonathanBirt,376944newsML.txt,FumikoFujisaki,DavidLawder,PierreTran,MureDickie,BenjaminKangLim
JonathanBirt,50443newsML.txt,FumikoFujisaki,TimFarrand,EricAuchard,DavidLawder,WilliamKazer
JonathanBirt,458550newsML.txt,JanLopatka,FumikoFujisaki,BenjaminKangLim,MatthewBunce,TimFarrand
JonathanBirt,376476newsML.txt,TimFarrand,JanLopatka,EricAuchard,FumikoFujisaki,MarkBendeich
JonathanBirt,502072newsML.txt,JanLopatka,PierreTran,BenjaminKangLim,DarrenSchuettler,MichaelConnor
JonathanBirt,457779newsML.txt,FumikoFujisaki,BenjaminKangLim,MureDickie,MarcelMichelson,TimFarrand
JonathanBirt,496120newsML.txt,MureDickie,WilliamKazer,BenjaminKangLim,JanLopatka,FumikoFujisaki
JonathanBirt,437351newsML.txt,FumikoFujisaki,TimFarrand,SimonCowell,MatthewBunce,EricAuchard
JonathanBirt,468724newsML.txt,FumikoFujisaki,BenjaminKangLim,WilliamKazer,MureDickie,ScottHillis
JonathanBirt,370354newsML.txt,DavidLawder,BenjaminKangLim,FumikoFujisaki,AaronPressman,MureDickie
JonathanBirt,370377newsML.txt,DavidLawder,BenjaminKangLim,FumikoFujisaki,MureDickie,WilliamKazer
JonathanBirt,47041newsML.txt,FumikoFujisaki,TimFarrand,JaneMacartney,DavidLawder,JanLopatka
JonathanBirt,389317newsML.txt,BenjaminKangLim,JanLopatka,FumikoFujisaki,MureDickie,TimFarrand
JonathanBirt,462591newsML.txt,BenjaminKangLim,TimFarrand,FumikoFujisaki,PierreTran,DavidLawder
JonathanBirt,42567newsML.txt,FumikoFujisaki,DavidLawder,BenjaminKangLim,JanLopatka,MureDickie
JonathanBirt,423431newsML.txt,FumikoFujisaki,BenjaminKangLim,MureDickie,DavidLawder,ScottHillis
JonathanBirt,424944newsML.txt,FumikoFujisaki,BenjaminKangLim,MureDickie,DavidLawder,ScottHillis
JonathanBirt,432614newsML.txt,JanLopatka,FumikoFujisaki,BenjaminKangLim,ScottHillis,KeithWeir
JonathanBirt,355006newsML.txt,BenjaminKangLim,FumikoFujisaki,JanLopatka,PierreTran,JoWinterbottom
JonathanBirt,367612newsML.txt,FumikoFujisaki,JanLopatka,DarrenSchuettler,DavidLawder,KevinMorrison
JonathanBirt,437646newsML.txt,FumikoFujisaki,BenjaminKangLim,TimFarrand,AaronPressman,ScottHillis
JonathanBirt,385477newsML.txt,FumikoFujisaki,TimFarrand,MarkBendeich,LynneO'Donnell,PierreTran
JonathanBirt,424453newsML.txt,FumikoFujisaki,DavidLawder,JaneMacartney,KeithWeir,ScottHillis
JonathanBirt,431136newsML.txt,FumikoFujisaki,MureDickie,ScottHillis,TimFarrand,BenjaminKangLim
JonathanBirt,423377newsML.txt,FumikoFujisaki,BenjaminKangLim,MureDickie,TimFarrand,WilliamKazer
JonathanBirt,440528newsML.txt,FumikoFujisaki,JanLopatka,BenjaminKangLim,TimFarrand,KeithWeir
JonathanBirt,343329newsML.txt,BenjaminKangLim,FumikoFujisaki,MureDickie,AaronPressman,SarahDavison
JonathanBirt,34018newsML.txt,TimFarrand,PierreTran,KevinMorrison,JoWinterbottom,BradDorfman
JonathanBirt,50395newsML.txt,FumikoFujisaki,TimFarrand,JanLopatka,JaneMacartney,AaronPressman
JonathanBirt,510819newsML.txt,TimFarrand,FumikoFujisaki,JanLopatka,PierreTran,EricAuchard
JonathanBirt,385554newsML.txt,TimFarrand,FumikoFujisaki,DavidLawder,PierreTran,MarkBendeich
JonathanBirt,468752newsML.txt,DavidLawder,BenjaminKangLim,ScottHillis,FumikoFujisaki,MureDickie
JonathanBirt,361293newsML.txt,BenjaminKangLim,AaronPressman,ScottHillis,MureDickie,WilliamKazer
DarrenSchuettler,431621newsML.txt,BenjaminKangLim,MureDickie,AaronPressman,TimFarrand,FumikoFujisaki
DarrenSchuettler,469968newsML.txt,JanLopatka,FumikoFujisaki,DavidLawder,KeithWeir,PierreTran
DarrenSchuettler,508778newsML.txt,JanLopatka,BenjaminKangLim,FumikoFujisaki,AaronPressman,MureDickie
DarrenSchuettler,471511newsML.txt,JanLopatka,DavidLawder,FumikoFujisaki,PierreTran,MureDickie
DarrenSchuettler,554793newsML.txt,DavidLawder,BenjaminKangLim,PierreTran,DarrenSchuettler,KevinMorrison
DarrenSchuettler,435085newsML.txt,BenjaminKangLim,ScottHillis,FumikoFujisaki,MureDickie,WilliamKazer
DarrenSchuettler,562335newsML.txt,BenjaminKangLim,JanLopatka,DavidLawder,PierreTran,DarrenSchuettler
DarrenSchuettler,561091newsML.txt,JanLopatka,FumikoFujisaki,DavidLawder,KevinMorrison,PierreTran
DarrenSchuettler,499175newsML.txt,FumikoFujisaki,BenjaminKangLim,JanLopatka,MureDickie,AaronPressman
DarrenSchuettler,43376newsML.txt,TimFarrand,FumikoFujisaki,KeithWeir,MarkBendeich,EricAuchard
DarrenSchuettler,471525newsML.txt,BenjaminKangLim,FumikoFujisaki,JanLopatka,MureDickie,ScottHillis
DarrenSchuettler,409728newsML.txt,FumikoFujisaki,DavidLawder,MureDickie,TimFarrand,BenjaminKangLim
DarrenSchuettler,537438newsML.txt,BenjaminKangLim,TimFarrand,FumikoFujisaki,ScottHillis,JaneMacartney
DarrenSchuettler,488986newsML.txt,JanLopatka,FumikoFujisaki,BenjaminKangLim,PierreTran,MureDickie
DarrenSchuettler,455651newsML.txt,BenjaminKangLim,JanLopatka,DavidLawder,ScottHillis,MureDickie
DarrenSchuettler,502154newsML.txt,BenjaminKangLim,JanLopatka,AaronPressman,JaneMacartney,MureDickie
DarrenSchuettler,451979newsML.txt,DavidLawder,BenjaminKangLim,PierreTran,ScottHillis,KeithWeir
DarrenSchuettler,560178newsML.txt,BenjaminKangLim,JanLopatka,AaronPressman,FumikoFujisaki,PierreTran
DarrenSchuettler,481633newsML.txt,PierreTran,DavidLawder,DarrenSchuettler,JanLopatka,TimFarrand
DarrenSchuettler,482557newsML.txt,PierreTran,DavidLawder,DarrenSchuettler,JanLopatka,TimFarrand
DarrenSchuettler,54386newsML.txt,BenjaminKangLim,DavidLawder,MureDickie,PierreTran,JanLopatka
DarrenSchuettler,392045newsML.txt,DavidLawder,PierreTran,BenjaminKangLim,LydiaZajc,JanLopatka
DarrenSchuettler,521312newsML.txt,AaronPressman,JanLopatka,BenjaminKangLim,FumikoFujisaki,MureDickie
DarrenSchuettler,488540newsML.txt,JanLopatka,FumikoFujisaki,BenjaminKangLim,PierreTran,MureDickie
DarrenSchuettler,523429newsML.txt,JanLopatka,KevinMorrison,FumikoFujisaki,PierreTran,BernardHickey
DarrenSchuettler,541508newsML.txt,DavidLawder,BenjaminKangLim,FumikoFujisaki,JanLopatka,ScottHillis
DarrenSchuettler,555580newsML.txt,FumikoFujisaki,MarkBendeich,EricAuchard,KeithWeir,BenjaminKangLim
DarrenSchuettler,561518newsML.txt,JanLopatka,FumikoFujisaki,DavidLawder,KevinMorrison,PierreTran
DarrenSchuettler,394766newsML.txt,DavidLawder,WilliamKazer,BenjaminKangLim,ScottHillis,JanLopatka
DarrenSchuettler,45789newsML.txt,FumikoFujisaki,BenjaminKangLim,DavidLawder,MureDickie,WilliamKazer
DarrenSchuettler,54385newsML.txt,BenjaminKangLim,DavidLawder,MureDickie,PierreTran,JanLopatka
DarrenSchuettler,561128newsML.txt,FumikoFujisaki,BenjaminKangLim,JanLopatka,ScottHillis,KeithWeir
DarrenSchuettler,552118newsML.txt,DavidLawder,BenjaminKangLim,MureDickie,JanLopatka,WilliamKazer
DarrenSchuettler,561535newsML.txt,DavidLawder,MarcelMichelson,KevinMorrison,BenjaminKangLim,FumikoFujisaki
DarrenSchuettler,553292newsML.txt,FumikoFujisaki,TimFarrand,JanLopatka,BenjaminKangLim,AaronPressman
DarrenSchuettler,561555newsML.txt,BenjaminKangLim,JanLopatka,TanEeLyn,AaronPressman,PierreTran
DarrenSchuettler,557176newsML.txt,DavidLawder,BenjaminKangLim,MureDickie,KeithWeir,WilliamKazer
DarrenSchuettler,438913newsML.txt,BenjaminKangLim,ScottHillis,JanLopatka,GrahamEarnshaw,JaneMacartney
DarrenSchuettler,452451newsML.txt,BenjaminKangLim,JanLopatka,AaronPressman,PierreTran,MureDickie
DarrenSchuettler,559158newsML.txt,FumikoFujisaki,DavidLawder,BenjaminKangLim,PierreTran,JanLopatka
DarrenSchuettler,549855newsML.txt,DavidLawder,BenjaminKangLim,PierreTran,MatthewBunce,JanLopatka
DarrenSchuettler,524128newsML.txt,JanLopatka,KevinMorrison,TimFarrand,PierreTran,MarkBendeich
DarrenSchuettler,426024newsML.txt,BenjaminKangLim,TimFarrand,MureDickie,FumikoFujisaki,PierreTran
DarrenSchuettler,459010newsML.txt,BenjaminKangLim,JanLopatka,PierreTran,MureDickie,DarrenSchuettler
DarrenSchuettler,48300newsML.txt,WilliamKazer,BenjaminKangLim,MureDickie,ScottHillis,EricAuchard
DarrenSchuettler,432674newsML.txt,PierreTran,BenjaminKangLim,MarkBendeich,TimFarrand,KeithWeir
DarrenSchuettler,540778newsML.txt,DavidLawder,BenjaminKangLim,FumikoFujisaki,MichaelConnor,JanLopatka
DarrenSchuettler,558717newsML.txt,BenjaminKangLim,JanLopatka,DavidLawder,AaronPressman,MureDickie
DarrenSchuettler,486842newsML.txt,BenjaminKangLim,MureDickie,FumikoFujisaki,WilliamKazer,JanLopatka
DarrenSchuettler,459922newsML.txt,BenjaminKangLim,PierreTran,JanLopatka,MarcelMichelson,TimFarrand
NickLouth,288632newsML.txt,BenjaminKangLim,MureDickie,WilliamKazer,ScottHillis,TanEeLyn
NickLouth,307890newsML.txt,FumikoFujisaki,TimFarrand,PierreTran,JanLopatka,EricAuchard
NickLouth,321601newsML.txt,FumikoFujisaki,TimFarrand,JanLopatka,EricAuchard,JonathanBirt
NickLouth,220172newsML.txt,DavidLawder,BenjaminKangLim,MureDickie,PierreTran,JanLopatka
NickLouth,220671newsML.txt,JanLopatka,AaronPressman,BenjaminKangLim,PierreTran,DavidLawder
NickLouth,328329newsML.txt,FumikoFujisaki,TimFarrand,JaneMacartney,BenjaminKangLim,ScottHillis
NickLouth,333836newsML.txt,FumikoFujisaki,DavidLawder,JanLopatka,SarahDavison,PierreTran
NickLouth,296245newsML.txt,BenjaminKangLim,MureDickie,DavidLawder,WilliamKazer,ScottHillis
NickLouth,287937newsML.txt,PierreTran,TimFarrand,FumikoFujisaki,BenjaminKangLim,JanLopatka
NickLouth,285650newsML.txt,EricAuchard,WilliamKazer,MarkBendeich,JohnMastrini,DavidLawder
NickLouth,321575newsML.txt,MureDickie,JaneMacartney,BenjaminKangLim,WilliamKazer,FumikoFujisaki
NickLouth,204126newsML.txt,BenjaminKangLim,MureDickie,JaneMacartney,DavidLawder,ScottHillis
NickLouth,273191newsML.txt,DavidLawder,FumikoFujisaki,MarcelMichelson,TimFarrand,JanLopatka
NickLouth,321644newsML.txt,FumikoFujisaki,TimFarrand,BenjaminKangLim,ScottHillis,PierreTran
NickLouth,314089newsML.txt,DavidLawder,FumikoFujisaki,TimFarrand,MatthewBunce,KeithWeir
NickLouth,233169newsML.txt,DavidLawder,FumikoFujisaki,WilliamKazer,MureDickie,BenjaminKangLim
NickLouth,237046newsML.txt,FumikoFujisaki,AaronPressman,BenjaminKangLim,PierreTran,MureDickie
NickLouth,35227newsML.txt,DavidLawder,FumikoFujisaki,PierreTran,TimFarrand,JanLopatka
NickLouth,35997newsML.txt,TimFarrand,LynneO'Donnell,FumikoFujisaki,RogerFillion,JohnMastrini
NickLouth,354412newsML.txt,FumikoFujisaki,WilliamKazer,MureDickie,BenjaminKangLim,SarahDavison
NickLouth,3665newsML.txt,FumikoFujisaki,MureDickie,JanLopatka,BenjaminKangLim,ScottHillis
NickLouth,196611newsML.txt,WilliamKazer,FumikoFujisaki,MureDickie,BenjaminKangLim,DavidLawder
NickLouth,340917newsML.txt,BenjaminKangLim,FumikoFujisaki,MureDickie,DavidLawder,AaronPressman
NickLouth,206917newsML.txt,DavidLawder,FumikoFujisaki,JanLopatka,MureDickie,BenjaminKangLim
NickLouth,360350newsML.txt,FumikoFujisaki,DavidLawder,MureDickie,LynnleyBrowning,MatthewBunce
NickLouth,321782newsML.txt,MureDickie,FumikoFujisaki,DavidLawder,WilliamKazer,BenjaminKangLim
NickLouth,323764newsML.txt,FumikoFujisaki,EricAuchard,TimFarrand,MarkBendeich,PierreTran
NickLouth,340857newsML.txt,PierreTran,RogerFillion,JanLopatka,KeithWeir,FumikoFujisaki
NickLouth,303480newsML.txt,FumikoFujisaki,SamuelPerry,SimonCowell,JanLopatka,DavidLawder
NickLouth,26653newsML.txt,JanLopatka,TimFarrand,FumikoFujisaki,PierreTran,KevinMorrison
NickLouth,293819newsML.txt,BenjaminKangLim,FumikoFujisaki,PierreTran,MureDickie,AaronPressman
NickLouth,285397newsML.txt,PierreTran,LydiaZajc,FumikoFujisaki,ToddNissen,RobinSidel
NickLouth,23797newsML.txt,BenjaminKangLim,MureDickie,DavidLawder,ScottHillis,AaronPressman
NickLouth,331530newsML.txt,MureDickie,FumikoFujisaki,BenjaminKangLim,WilliamKazer,SarahDavison
NickLouth,200027newsML.txt,BenjaminKangLim,ScottHillis,JaneMacartney,FumikoFujisaki,AaronPressman
NickLouth,206941newsML.txt,FumikoFujisaki,DavidLawder,TimFarrand,JoWinterbottom,SarahDavison
NickLouth,337773newsML.txt,DavidLawder,FumikoFujisaki,MureDickie,PierreTran,WilliamKazer
NickLouth,322765newsML.txt,FumikoFujisaki,TimFarrand,AaronPressman,LynnleyBrowning,KeithWeir
NickLouth,207281newsML.txt,BenjaminKangLim,FumikoFujisaki,DavidLawder,JanLopatka,TimFarrand
NickLouth,293763newsML.txt,FumikoFujisaki,DavidLawder,JanLopatka,TimFarrand,PierreTran
NickLouth,317775newsML.txt,FumikoFujisaki,DavidLawder,EricAuchard,PierreTran,MarcelMichelson
NickLouth,237257newsML.txt,FumikoFujisaki,TimFarrand,MureDickie,EricAuchard,AaronPressman
NickLouth,353163newsML.txt,FumikoFujisaki,BenjaminKangLim,KouroshKarimkhany,AaronPressman,JanLopatka
NickLouth,323846newsML.txt,JanLopatka,ScottHillis,BenjaminKangLim,GrahamEarnshaw,FumikoFujisaki
NickLouth,216492newsML.txt,DavidLawder,BenjaminKangLim,PierreTran,AaronPressman,FumikoFujisaki
NickLouth,205508newsML.txt,BenjaminKangLim,FumikoFujisaki,DavidLawder,JanLopatka,TimFarrand
NickLouth,324720newsML.txt,FumikoFujisaki,TimFarrand,JaneMacartney,BenjaminKangLim,ScottHillis
NickLouth,305972newsML.txt,FumikoFujisaki,MatthewBunce,EricAuchard,MureDickie,AaronPressman
NickLouth,337977newsML.txt,FumikoFujisaki,WilliamKazer,MureDickie,EricAuchard,SarahDavison
