author;term;criterion;termFrequency
AlanCrosby;investors;0.59375355282361;0.0033953997809419
AlanCrosby;sax;0.40840798018109;0.00065717415115005
AlanCrosby;crown;0.70776463431175;0.0019715224534502
AlanCrosby;seed;0.77763203527743;0.0014786418400876
AlanCrosby;ivanisevic;0.42307239757304;0.00065717415115005
AlanCrosby;round;1.1402371367578;0.003723986856517
AlanCrosby;henman;0.90135708724221;0.0015334063526835
AlanCrosby;ranked;0.55975809403715;0.0012048192771084
AlanCrosby;korda;0.52856837166512;0.00087623220153341
AlanCrosby;becker;0.81642631315597;0.0014786418400876
AlanCrosby;prinosil;0.66071046458141;0.0010952902519168
AlanCrosby;ferreira;1.0381815305741;0.0018072289156627
AlanCrosby;atp;0.4005951732517;0.00071193866374589
AlanCrosby;tour;0.40575723897569;0.00093099671412924
AlanCrosby;wrist;0.5472525172542;0.00093099671412924
AlanCrosby;damm;0.41848721907674;0.00071193866374589
AlanCrosby;deficit;0.74543160322444;0.0019715224534502
AlanCrosby;sepap;0.46862423857369;0.00065717415115005
AlanCrosby;senate;1.2123184221587;0.0031763417305586
AlanCrosby;elections;0.82241583948462;0.0023001095290252
AlanCrosby;klaus;0.90804360384057;0.0025191675794085
AlanCrosby;ods;0.86508069078469;0.0018619934282585
AlanCrosby;turnout;0.61064519349507;0.0013143483023001
AlanCrosby;social;0.41541383352608;0.0013143483023001
AlanCrosby;democrats;0.51293928901295;0.0013691128148959
AlanCrosby;house;0.56439327740959;0.0020810514786418
AlanCrosby;coalition;1.1341366159462;0.0029572836801752
AlanCrosby;seats;0.54088747164923;0.0014238773274918
AlexanderSmith;property;0.68475445966998;0.0022175785747793
AlexanderSmith;group;0.47245337697003;0.0048616145677854
AlexanderSmith;liberty;0.70584383211701;0.001322017996503
AlexanderSmith;british;0.51493420144295;0.0037101795385731
AlexanderSmith;pensions;0.5302554267631;0.0011514350292123
AlexanderSmith;pounds;0.66000039185212;0.0032837221203463
AlexanderSmith;britain;0.51500470238654;0.0027719732184741
AlexanderSmith;fund;0.47649582516069;0.0020043498656659
AlexanderSmith;management;0.56441253604509;0.0028999104439422
AlexanderSmith;hermes;0.54494110930775;0.0008102690946309
AlexanderSmith;investment;0.72726595205437;0.0043072199240906
AlexanderSmith;pound;0.42289236867782;0.0019190583820206
AlexanderSmith;amp;0.62085627537149;0.0037954710222184
AlexanderSmith;london;0.50197549478476;0.0026013902511834
AlexanderSmith;cable;0.84475361229412;0.0028572647021195
AlexanderSmith;wireless;0.45504115596253;0.001322017996503
AlexanderSmith;bell;0.43535697923829;0.0011514350292123
AlexanderSmith;videotron;0.51802695293176;0.00093820632009894
AlexanderSmith;cablemedia;0.41647096241204;0.00072497761098554
AlexanderSmith;pence;0.4887246876591;0.0019617041238432
AlexanderSmith;merger;0.54329956865461;0.00238816154207
AlexanderSmith;shareholders;0.46748305367085;0.002260224316602
AlexanderSmith;names;0.46714650373553;0.001322017996503
AlexanderSmith;hambros;0.61740320269128;0.0010234978037443
AlexanderSmith;fleming;0.93464785149077;0.0020469956074886
AlexanderSmith;lloyd;0.63270876575917;0.0012367265128577
AlexanderSmith;acceptances;0.46280444693231;0.00085291483645358
AlexanderSmith;invesco;1.1319058716007;0.0018764126401979
AlexanderSmith;mccullough;0.7412652758876;0.0011514350292123
AlexanderSmith;greycoat;1.3452592043886;0.0020896413493113
AlexanderSmith;barings;0.44785209550599;0.00098085206192162
AlexanderSmith;moorfield;0.77438999743734;0.0011514350292123
AlexanderSmith;keswick;0.40153555422677;0.00059704038551751
AlexanderSmith;jardine;0.48442187462131;0.0010234978037443
AlexanderSmith;flemings;0.63098444235635;0.00093820632009894
AlexanderSmith;nav;0.48877753546393;0.0008102690946309
AlexanderSmith;tuckey;0.51625999829156;0.00076762335280822
AlexanderSmith;mepc;0.51697419981678;0.00072497761098554
AlexanderSmith;pearson;0.4256755227771;0.00085291483645358
BenjaminKangLim;beijing;1.5525903789878;0.008322108908986
BenjaminKangLim;taipei;0.45798463482093;0.0010583028670387
BenjaminKangLim;taiwan;2.1960526722893;0.0070713873388493
BenjaminKangLim;china;1.8490430890794;0.012314796998268
BenjaminKangLim;island;0.70524589715155;0.0019241870309794
BenjaminKangLim;direct;0.43415973099253;0.001491244949009
BenjaminKangLim;links;0.65100978008933;0.0018279776794304
BenjaminKangLim;war;0.45104613226382;0.0018279776794304
BenjaminKangLim;communist;0.8261956311957;0.003271117952665
BenjaminKangLim;taiwanese;0.88830483294017;0.001779873003656
BenjaminKangLim;economic;0.42228409324046;0.0021166057340774
BenjaminKangLim;chinese;1.1173354871968;0.0063979218780065
BenjaminKangLim;visit;0.60635312226176;0.0019241870309794
BenjaminKangLim;japan;0.41807959861921;0.0016355589763325
BenjaminKangLim;official;0.40886075943662;0.0022128150856263
BenjaminKangLim;party;0.98008864653532;0.0044256301712526
BenjaminKangLim;newspaper;0.51459265144862;0.0019722917067539
BenjaminKangLim;people;0.40408077689728;0.0033192226284395
BenjaminKangLim;government;0.52668220401303;0.0045218395228016
BenjaminKangLim;leader;0.41450165246792;0.0019241870309794
BenjaminKangLim;propaganda;0.48016477456225;0.00096209351548971
BenjaminKangLim;wang;2.8688357262897;0.0086588416394074
BenjaminKangLim;state;0.45650787658557;0.0029824898980181
BenjaminKangLim;yuan;0.42473814806574;0.0012988262459111
BenjaminKangLim;father;0.42283481583644;0.0010583028670387
BenjaminKangLim;jiang;0.7371283583687;0.0021647104098518
BenjaminKangLim;death;0.45387513954627;0.0013469309216856
BenjaminKangLim;deng;0.5768704548082;0.0013950355974601
BenjaminKangLim;corruption;0.53597630614655;0.0012026168943621
BenjaminKangLim;mother;0.68472019885711;0.0016355589763325
BenjaminKangLim;dissident;0.74559912999927;0.0020685010583029
BenjaminKangLim;dan;0.64396944321302;0.0019241870309794
BenjaminKangLim;son;0.49294790514494;0.0013950355974601
BenjaminKangLim;plotting;0.45751794691685;0.0011064075428132
BenjaminKangLim;overthrow;0.45743886877954;0.0010101981912642
BenjaminKangLim;sentence;0.81847586798142;0.0021647104098518
BenjaminKangLim;family;0.43104336963787;0.0015393496247835
BenjaminKangLim;court;1.1519628544842;0.0048104675774485
BenjaminKangLim;trial;0.88848173980707;0.0026457571675967
BenjaminKangLim;human;0.70711638603422;0.0025014431402732
BenjaminKangLim;rights;0.63467004379635;0.0026938618433712
BenjaminKangLim;democracy;0.47378746908682;0.0016355589763325
BenjaminKangLim;prison;0.82531396304201;0.0022128150856263
BenjaminKangLim;student;0.4079568870165;0.0011545122185876
BenjaminKangLim;appeal;0.61597340366993;0.0018279776794304
BenjaminKangLim;mou;0.48024140669689;0.00067346546084279
BenjaminKangLim;chen;0.99308868968824;0.0023571291129498
BenjaminKangLim;tibet;0.62896528401817;0.0014431402732346
BenjaminKangLim;mayor;0.40346576053647;0.00081777948816625
BenjaminKangLim;zhou;0.92559792123073;0.0018760823552049
BenjaminKangLim;kao;0.49549752932356;0.00076967481239176
BenjaminKangLim;enterprises;0.45056144974872;0.0012026168943621
BenjaminKangLim;dalai;0.56919900393231;0.0012026168943621
BenjaminKangLim;lama;0.72857472503336;0.0015393496247835
BernardHickey;bank;0.72951907253808;0.0042212129308042
BernardHickey;australia;1.1188393131517;0.0040609137055838
BernardHickey;cba;0.41278664064567;0.00064119690088165
BernardHickey;profit;1.1901997575527;0.007266898209992
BernardHickey;profits;0.61286334447201;0.0037937483302164
BernardHickey;net;0.61233260223074;0.0029922522041143
BernardHickey;million;0.50764840827275;0.0083889927865349
BernardHickey;percent;0.50245441581536;0.009991985038739
BernardHickey;banking;0.47998542537536;0.0018701576275715
BernardHickey;banks;0.64536486250583;0.0028319529788939
BernardHickey;growth;0.4924993162793;0.0032059845044082
BernardHickey;cents;0.44292312769322;0.0019235907026449
BernardHickey;sydney;1.1351632617756;0.0035265829548491
BernardHickey;rupert;0.43843671851431;0.0011755276516164
BernardHickey;murdoch;1.9443808195294;0.0052364413572001
BernardHickey;turner;0.6463223244888;0.0012289607266898
BernardHickey;warner;0.48001596581566;0.00096179535132247
BernardHickey;media;0.64648508635869;0.0028853860539674
BernardHickey;news;1.3985899281061;0.0096179535132247
BernardHickey;corp;0.6018848280597;0.0057707721079348
BernardHickey;fairfax;0.85585990292305;0.0016029922522041
BernardHickey;australian;0.95201935599517;0.0035800160299225
BernardHickey;fox;0.45602451783564;0.0010152284263959
BernardHickey;packer;0.40591028764526;0.00074806305102859
BernardHickey;television;0.50390086474954;0.0020304568527919
BernardHickey;quarter;0.50516130845675;0.0028319529788939
BernardHickey;anz;0.42973263461646;0.00074806305102859
BernardHickey;mergers;0.45487648985569;0.0013358268768368
BernardHickey;inquiry;0.60989328862223;0.0013892599519102
BernardHickey;qbe;0.45986912166401;0.00058776382580818
BernardHickey;result;0.47166022342394;0.0020838899278653
BernardHickey;ridley;0.54348168923928;0.00069462997595512
BernardHickey;half;0.59317428772509;0.0035265829548491
BernardHickey;memtec;0.60964136406488;0.00085492920117553
BernardHickey;gelman;0.4191284377946;0.00058776382580818
BernardHickey;mci;0.62306328137991;0.001816724552498
BernardHickey;email;0.50167540545165;0.00064119690088165
BernardHickey;abnormal;0.4222338152;0.00096179535132247
BernardHickey;simsmetal;0.45986912166401;0.00058776382580818
BernardHickey;westpac;0.91426463521749;0.0017632914774245
BernardHickey;abnormals;0.45617931598898;0.0010686615014694
BernardHickey;joss;0.51598330080709;0.00080149612610206
BernardHickey;brambles;0.73054436636542;0.0011755276516164
BernardHickey;chep;0.46716878647313;0.00069462997595512
BernardHickey;lend;0.65905346686617;0.0013358268768368
BernardHickey;lease;0.52803165909009;0.0013358268768368
BernardHickey;tnt;0.81492814826849;0.0015495591771306
BernardHickey;mortimer;0.50310484697106;0.00074806305102859
BernardHickey;ansett;0.45098755812344;0.00080149612610206
BernardHickey;intellect;0.4191284377946;0.00058776382580818
BernardHickey;techway;0.54348168923928;0.00069462997595512
BradDorfman;quarter;0.85877788558471;0.0048143405889885
BradDorfman;earnings;0.63631903116401;0.0035339308578745
BradDorfman;banking;0.63095739136373;0.0024583866837388
BradDorfman;analyst;0.40422572281537;0.0037387964148528
BradDorfman;analysts;0.42861329884647;0.0049679897567222
BradDorfman;chicago;0.82722645414812;0.0029193341869398
BradDorfman;based;0.41381594761217;0.0041485275288092
BradDorfman;bank;0.69040344674559;0.0039948783610755
BradDorfman;stock;0.5008556933374;0.0040460947503201
BradDorfman;boatmen;0.42863391265851;0.00066581306017926
BradDorfman;mercantile;1.4139464578392;0.0025608194622279
BradDorfman;caterpillar;1.1122269679827;0.0018437900128041
BradDorfman;sales;0.96363081682537;0.0061971830985915
BradDorfman;amp;0.5026730513005;0.0030729833546735
BradDorfman;company;0.54720090404885;0.008348271446863
BradDorfman;louis;0.46475735637655;0.0012291933418694
BradDorfman;erickson;0.76695966932765;0.0010755441741357
BradDorfman;deal;0.40814479207835;0.0026120358514725
BradDorfman;twa;0.58435022424964;0.00081946222791293
BradDorfman;twain;0.72538046757593;0.0011267605633803
BradDorfman;acquisition;0.42848317672508;0.0017925736235595
BradDorfman;missouri;0.56563907667754;0.0010755441741357
BradDorfman;mahan;0.48086326315122;0.0006145966709347
BradDorfman;stores;0.56762983794729;0.001741357234315
BradDorfman;mcdonnell;0.44747847200645;0.0010755441741357
BradDorfman;holiday;0.59722589910556;0.0016901408450704
BradDorfman;shopping;0.52506941309993;0.0015364916773367
BradDorfman;season;0.52166400666241;0.001741357234315
BradDorfman;retailers;0.61058618322349;0.0015364916773367
BradDorfman;store;0.69003497145804;0.0019974391805378
BradDorfman;block;0.4299722416326;0.0013316261203585
BradDorfman;compuserve;0.53111279705414;0.0010243277848912
BradDorfman;thanksgiving;0.40429596951274;0.00081946222791293
BradDorfman;mall;0.45246286650856;0.00081946222791293
BradDorfman;sears;0.72725024144255;0.0013828425096031
BradDorfman;istock;0.58435022424964;0.00081946222791293
BradDorfman;roosevelt;0.58556913330192;0.00087067861715749
BradDorfman;magna;0.58700867754641;0.00097311139564661
BradDorfman;chrysler;0.43267371074853;0.0012291933418694
BradDorfman;mercury;1.3364817880792;0.0030217669654289
BradDorfman;wallace;0.40163751621596;0.00066581306017926
BradDorfman;doyle;0.40163751621596;0.00066581306017926
DarrenSchuettler;canadian;2.2686340254615;0.0088212855235552
DarrenSchuettler;bank;2.4639434154053;0.014257104711043
DarrenSchuettler;montreal;0.99895472533504;0.0025271790959374
DarrenSchuettler;biggest;0.42642744133402;0.0023364485981308
DarrenSchuettler;protest;0.40452500436629;0.0010013351134846
DarrenSchuettler;banks;1.2822167214975;0.0056265496852947
DarrenSchuettler;toronto;1.6671668005188;0.0057695975586496
DarrenSchuettler;canada;2.6758852191747;0.010823955750525
DarrenSchuettler;record;0.54508168171753;0.0025748617203891
DarrenSchuettler;quarter;0.47631276357246;0.0026702269692924
DarrenSchuettler;earnings;0.57524362959652;0.0031947358382605
DarrenSchuettler;banking;0.57518539016279;0.0022410833492275
DarrenSchuettler;nova;0.41881044521465;0.0008582872401297
DarrenSchuettler;scotia;0.44207769217102;0.00090596986458135
DarrenSchuettler;dominion;0.40682702555034;0.0010013351134846
DarrenSchuettler;royal;0.91998845144044;0.0028132748426473
DarrenSchuettler;rates;0.42013708776993;0.0018119397291627
DarrenSchuettler;stock;0.54303090192709;0.0043868014495518
DarrenSchuettler;exchange;0.40235084968588;0.0022887659736792
DarrenSchuettler;share;0.42597394989717;0.0039099752050353
DarrenSchuettler;dividend;0.43968138262918;0.0016212092313561
DarrenSchuettler;billion;0.62640362415213;0.0074384894144574
DarrenSchuettler;cibc;0.89120694105861;0.001764257104711
DarrenSchuettler;fund;0.9975355724238;0.0041960709517452
DarrenSchuettler;agf;0.83414223587268;0.0013827961090978
DarrenSchuettler;million;0.41550461408622;0.0068662979210376
DarrenSchuettler;mutual;0.66573491465808;0.0020026702269693
DarrenSchuettler;cents;0.9771603722891;0.0042437535761968
DarrenSchuettler;kemp;0.67152788573056;0.0008582872401297
DarrenSchuettler;league;0.56180874956952;0.0013827961090978
DarrenSchuettler;cfl;0.76742223556842;0.0011920656112912
DarrenSchuettler;molson;1.7807919803168;0.0034808315849704
DarrenSchuettler;coors;1.2585724663322;0.0019549876025176
DarrenSchuettler;protesters;0.49402612679841;0.0010013351134846
DarrenSchuettler;budget;0.4576206176195;0.0014304787335495
DarrenSchuettler;ontario;0.8452827030135;0.0021934007247759
DarrenSchuettler;cup;0.45342548179426;0.0010013351134846
DarrenSchuettler;laidlaw;0.92999035830373;0.0013827961090978
DarrenSchuettler;canadiens;0.5130981287193;0.0007629219912264
DarrenSchuettler;fidelity;1.3904814092885;0.002717909593744
DarrenSchuettler;hirsch;2.2147914538688;0.003671562082777
DarrenSchuettler;lakshman;0.51774345674856;0.0008582872401297
DarrenSchuettler;oliver;0.54650698212348;0.00090596986458135
DarrenSchuettler;income;0.45935789087252;0.001764257104711
DarrenSchuettler;altamira;0.92090668268211;0.0014304787335495
DarrenSchuettler;grey;0.41470498171762;0.00081060461567805
DarrenSchuettler;cbc;0.5130981287193;0.0007629219912264
DarrenSchuettler;icewine;0.59691367620494;0.0007629219912264
DavidLawder;trucks;0.59253077823268;0.0016027723630063
DavidLawder;production;0.46587128308244;0.0020792722547109
DavidLawder;automakers;0.55639277660106;0.0014294996751137
DavidLawder;chrysler;1.555287215077;0.0044184535412606
DavidLawder;corp;0.42017725708283;0.0040285899935023
DavidLawder;ford;1.7822430786783;0.0054147714966428
DavidLawder;motor;0.61355528955893;0.0019926359107646
DavidLawder;truck;1.5861980924341;0.0044184535412606
DavidLawder;motors;0.70155480445868;0.0021659085986571
DavidLawder;auto;1.3539227559775;0.004245180853368
DavidLawder;strike;2.15596035837;0.0068009529997834
DavidLawder;automaker;1.9461866500329;0.0056746805284817
DavidLawder;plant;2.3564228427235;0.0088802252544943
DavidLawder;car;0.78989461668445;0.0024691358024691
DavidLawder;vehicles;0.74016174216852;0.0021659085986571
DavidLawder;vehicle;0.6769712998037;0.0018626813948451
DavidLawder;detroit;0.94461111600516;0.0025990903183886
DavidLawder;pickup;0.58759211677286;0.0014294996751137
DavidLawder;size;0.52754259927378;0.0019059995668183
DavidLawder;sport;0.54931708578541;0.0014728178470869
DavidLawder;utility;0.46138937133776;0.0014728178470869
DavidLawder;canadian;0.8912358961437;0.0034654537578514
DavidLawder;week;0.42598565782477;0.0034221355858783
DavidLawder;workers;3.5323473834523;0.012345679012346
DavidLawder;members;0.44428555759451;0.0019059995668183
DavidLawder;plants;2.7921881217455;0.0086203162226554
DavidLawder;parts;1.6522569385306;0.0057179987004548
DavidLawder;shortages;0.49444023810115;0.0011262724713017
DavidLawder;assembly;0.94176560378531;0.0026857266623348
DavidLawder;union;1.2867412224645;0.005154862464804
DavidLawder;work;0.68691821283559;0.0035954082737708
DavidLawder;outside;0.41558883941115;0.0016027723630063
DavidLawder;labor;0.50191351014359;0.0012562269872211
DavidLawder;agreement;0.87247818716573;0.0039852718215291
DavidLawder;hourly;0.61658927848567;0.0014728178470869
DavidLawder;mich;1.1639875406798;0.0031622265540394
DavidLawder;trim;0.50581161509187;0.0012995451591943
DavidLawder;components;0.47720223211398;0.0012562269872211
DavidLawder;ohio;0.58144755793901;0.00151613601906
DavidLawder;chevrolet;0.57476915259183;0.0012995451591943
DavidLawder;cars;0.48063586698434;0.0013861815031406
DavidLawder;pontiac;0.54056315817351;0.001212908815248
DavidLawder;automotive;0.42807504872736;0.0010829542993286
DavidLawder;suppliers;0.42867402660779;0.0011695906432749
DavidLawder;walkout;0.61841141765489;0.0013428633311674
DavidLawder;talks;0.83184661073381;0.0038986354775828
DavidLawder;national;0.65255491899494;0.003638726445744
DavidLawder;wants;0.54481005213949;0.0022958631145766
DavidLawder;pact;0.52569547951412;0.00151613601906
DavidLawder;pattern;0.63355107211649;0.0016027723630063
DavidLawder;guarantee;0.71088093454583;0.0019059995668183
DavidLawder;employment;0.49656705652373;0.0012562269872211
DavidLawder;uaw;4.0331881104262;0.010309724929608
DavidLawder;yokich;1.3815063744785;0.0030755902100931
DavidLawder;exclude;0.54558467727981;0.0013428633311674
DavidLawder;mcghee;0.4305232684493;0.00077972709551657
DavidLawder;bargainers;0.4183074496255;0.00086636343946285
DavidLawder;issues;0.47590391804923;0.0022092267706303
DavidLawder;idled;0.86215372888775;0.0019493177387914
DavidLawder;sunday;0.44561794807185;0.0017327268789257
DavidLawder;interior;0.6299970958188;0.0015594541910331
DavidLawder;contract;1.2647398477946;0.00454840805718
DavidLawder;job;0.58610617250152;0.0021659085986571
DavidLawder;door;0.43790756525052;0.0012995451591943
DavidLawder;local;0.94032747997357;0.0050682261208577
DavidLawder;lear;0.5244002902291;0.00077972709551657
DavidLawder;guarantees;0.46986941767087;0.0011695906432749
DavidLawder;strikes;1.0568543506511;0.0025557721464154
DavidLawder;negotiations;0.5687446598176;0.0019926359107646
DavidLawder;flint;0.89427453676583;0.002122590426684
DavidLawder;livonia;0.41192285918082;0.000909681611436
DavidLawder;bargaining;0.44999142288736;0.0011262724713017
DavidLawder;night;0.63359930250442;0.0019059995668183
DavidLawder;metal;0.44252181976084;0.0012995451591943
DavidLawder;stamping;0.68102426910911;0.00151613601906
DavidLawder;saturday;0.52187336460626;0.0017327268789257
DavidLawder;janesville;1.2553839517892;0.0027723630062811
DavidLawder;wis;0.52326530947896;0.0011262724713017
DavidLawder;fort;0.46712883380257;0.00099631795538228
DavidLawder;wayne;0.4224913262517;0.00099631795538228
DavidLawder;locals;0.64401884243564;0.0013861815031406
DavidLawder;tentative;0.45337446947476;0.0010829542993286
DavidLawder;gmc;0.49155082442314;0.00099631795538228
DavidLawder;walkouts;0.56893172841252;0.0011262724713017
DavidLawder;indianapolis;1.4420063999993;0.0030755902100931
DavidLawder;moraine;0.46256351406266;0.00086636343946285
EdnaFernandes;imperial;1.1629587356772;0.0029264933723532
EdnaFernandes;tobacco;0.48410543376832;0.0012050266827337
EdnaFernandes;group;0.43496108602022;0.0044758133930108
EdnaFernandes;hanson;0.98733487480796;0.0020657600275435
EdnaFernandes;plc;0.45268890198098;0.0023526711424801
EdnaFernandes;profits;0.51911135104459;0.0032134044872898
EdnaFernandes;million;0.74656742523673;0.012337177942273
EdnaFernandes;pounds;1.510867778465;0.0075170712113387
EdnaFernandes;london;0.49827246770307;0.0025822000344293
EdnaFernandes;davis;0.57939606671565;0.0013197911287083
EdnaFernandes;pence;0.81485999542482;0.0032707867102772
EdnaFernandes;debt;0.57738026381324;0.0021805244735181
EdnaFernandes;wickes;0.76152122520125;0.001262408905721
EdnaFernandes;cost;0.42850622813251;0.002524817811442
EdnaFernandes;amec;0.55411875105323;0.00086073334480978
EdnaFernandes;construction;0.42987616266319;0.001262408905721
EdnaFernandes;pfi;0.4802362509128;0.00074596889883514
EdnaFernandes;damage;0.67153645946062;0.0019509955815688
EdnaFernandes;cowie;0.46310440503964;0.00068858667584782
EdnaFernandes;millennium;0.53554711804865;0.0010328800137717
EdnaFernandes;landuyt;0.50169643879294;0.00074596889883514
EdnaFernandes;demerger;0.44540736235836;0.00097549779078442
EdnaFernandes;rocket;0.41653664737117;0.00080335112182246
EdnaFernandes;ship;0.45934144641091;0.0010902622367591
EdnaFernandes;safety;0.5216929764091;0.0013197911287083
EdnaFernandes;tunnel;1.4672242524746;0.0032134044872898
EdnaFernandes;eurotunnel;1.6119549052922;0.0035003156022264
EdnaFernandes;trains;0.48886247796502;0.0010328800137717
EdnaFernandes;ferry;0.51117509670979;0.0010902622367591
EdnaFernandes;rail;1.1504118033546;0.0026395822574167
EdnaFernandes;salvesen;0.40918682678007;0.00057382222987319
EdnaFernandes;sfo;0.41537521374613;0.00068858667584782
EdnaFernandes;virgin;0.92340690282281;0.0019509955815688
EdnaFernandes;franchise;0.42515218819626;0.00097549779078442
EricAuchard;computer;1.2472081609548;0.0055384901796519
EricAuchard;associates;0.83783753885593;0.0020013031741599
EricAuchard;software;1.0634880562855;0.003956064414037
EricAuchard;cheyenne;0.469522041482;0.00069812901424183
EricAuchard;business;0.41121943993312;0.0040956902168854
EricAuchard;stock;0.72592464328495;0.0058642837196314
EricAuchard;industry;0.43015356306667;0.0041422321511682
EricAuchard;analysts;0.45374078953231;0.0052592385739551
EricAuchard;analyst;0.42771598659812;0.003956064414037
EricAuchard;communications;0.65272854872173;0.0030252257283813
EricAuchard;network;0.52329995924741;0.0022805547798567
EricAuchard;systems;0.48368980868489;0.0020013031741599
EricAuchard;strategy;0.40496037776;0.001535883831332
EricAuchard;technology;0.82817412432587;0.0038629805454715
EricAuchard;corp;0.5194068564947;0.0049799869682584
EricAuchard;wall;0.591351056954;0.0023736386484222
EricAuchard;street;0.54655049680116;0.0023736386484222
EricAuchard;semiconductor;0.4374320814911;0.0010704644885041
EricAuchard;stocks;0.48101542166114;0.0020013031741599
EricAuchard;quarter;0.77209620618466;0.0043283998882994
EricAuchard;chip;0.62029109085027;0.0018151354370288
